"day","actions","events","asc","dead","alive","broadcast","mail","vote","messages","daychange"
"31","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>i might need a escort soon idk </pre></td></tr>",""
"31","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">that would perchance like to claim </td></tr>",""
"31","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>ok</pre></td></tr>",""
"31","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>time to cam green</pre></td></tr>",""
"31","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">my keylog didn't work since 27 was RB'ed </td></tr>",""
"31","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">pro </td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Committed Actions On Night 3<hr/></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Blue used skill <a href=""https://www.playuntrusted.com/manual/skills/#CCTV_INSTALL"" target=""_new"">Install CCTV Surveillance</a> on Dr.Green</i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Brown: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Brown used skill <a href=""https://www.playuntrusted.com/manual/skills/#COVER_TRACKS"" target=""_new"">Cover Your Tracks</a></i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Cyan: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Cyan used skill <a href=""https://www.playuntrusted.com/manual/skills/#JOURNALIST_WRITEARTICLE"" target=""_new"">Write Article</a></i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Gray used skill <a href=""https://www.playuntrusted.com/manual/skills/#MOVE_HIDEOUT"" target=""_new"">Move Hideout</a></i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Green used skill <a href=""https://www.playuntrusted.com/manual/skills/#MEET_DISCUSS"" target=""_new"">Midnight Meeting</a> on Mrs.Magenta</i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Orange used skill <a href=""https://www.playuntrusted.com/manual/skills/#STRIKE_DEAL"" target=""_new"">Strike Deal</a> on Dr.Green</i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/> Dr.Pink: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Pink used skill <a href=""https://www.playuntrusted.com/manual/skills/#SELF_PRESERVATION"" target=""_new"">Throw Under the Bus</a> on Dr.Silver</i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Silver used skill <a href=""https://www.playuntrusted.com/manual/skills/#FAKE_ESCORT"" target=""_new"">Fake Escort</a> on Dr.Cyan</i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.White used skill <a href=""https://www.playuntrusted.com/manual/skills/#MEET_DISCUSS"" target=""_new"">Midnight Meeting</a> on Mrs.Magenta</i></td></tr>",""
"","31","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Mrs.Magenta used skill <a href=""https://www.playuntrusted.com/manual/skills/#FOLLOW"" target=""_new"">Follow</a> on Dr.Blue</i></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Events for Night 3<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Public Event Log «</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No public events.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Private Event Logs «</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Blue) You successfully installed a CCTV system to spy on Dr.Green.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Brown) You have covered your tracks thoroughly. You're safe, at least for tonight.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) You were occupied last night and failed to complete your task.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) Last night you were escorted to a new hideout.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) Someone was watching you last night.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Gold.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) You successfully moved your hideout last night.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) In order to avoid prison, you have accepted a plea deal from AGENTs. You are now working for them.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) Do not reveal that you've become a mole. You MUST work with AGENT now.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) You met and talked about the hack with Mrs.Magenta.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) Someone was watching you last night.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Orange) Dr.Green has accepted your deal and is now undercover, working for you.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Pink) You made Dr.Silver your scapegoat tonight. You're safe... for now.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Red.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Silver) You ""escorted"" Dr.Cyan to a new hideout. Whether Dr.Cyan is really safe or not, is a different matter...</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.White) You met and talked about the hack with Mrs.Magenta.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Mrs.Magenta) You were occupied last night and failed to complete your task.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Mrs.Magenta) Dr.Green visited you last night. You discussed the hack in detail for a long time.</td></tr>",""
"","","31","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Mrs.Magenta) Dr.White visited you last night. You discussed the hack in detail for a long time.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/> Day 4<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Day 4 Chat Log «</td></tr>","40"
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">who occd no arrest </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>Dr.Green was Dr.Cammed</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I occed magenta </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>there is no other cctv</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i ooc'd magenta </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">dududududu </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/><br/> Mrs.Magenta </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/><br/> Dr.White </td></tr></tbody></table></td><td><pre><b>Private message:</b>info Silver is claiming LC to me asking if I'm AL</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Cyan: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">was escorted and watched </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">nice </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">STOP OCCING THE SAME GOD DAMN PEOPLE </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">because i know im right </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">:((( </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I confirm your mm </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I occd cyan </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>im going for 36. if i hack it i will need a escort</pre></td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">rbing </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">but needed to follow </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">ah </td></tr>",""
"40","","","","","","1","","","<tr><td colspan=""2""><pre><b>ANONYMOUS BROADCAST:</b> osers, ddos again today, if you do not ddos today you die</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">okay </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">alter me onto 34 again ig </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">you didnt rb already? </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">anonymous tip </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">no </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">silver is agent sided lc </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>hey alex</pre></td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">funny laptop topo </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>have you rooted pink</pre></td></tr>",""
"40","","","","","","1","","","<tr><td colspan=""2""><pre><b>ANONYMOUS BROADCAST:</b> everyone else, hack server</pre></td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>if not, root me</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">also where do i ddos </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">[BROADCAST]silver is agent sided lc </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td></tr></tbody></table></td><td><pre><b>Private message:</b>no</pre></td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>i have 3 hideouts</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">now its anonymous </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">journalist? </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>very op</pre></td></tr>",""
"40","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.White voted to kill Dr.Silver</td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">this opsec sucks tbh. Finally get LC and no AGENT wants to cooperate. I wanted to bus agents or help them but... </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">no i am not infact journo </td></tr>",""
"40","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Blue voted to kill Dr.Silver</td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">okay </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>did you get my other email?</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">and? </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td></tr></tbody></table></td><td><pre><b>Private message:</b>doxx blue tommorow night</pre></td></tr>",""
"40","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Orange voted to kill Dr.Silver</td></tr>",""
"40","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Mrs.Magenta voted to kill Dr.Silver</td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">no I mean who rbed 27 then lol </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td></tr></tbody></table></td><td><pre><b>Private message:</b>yes</pre></td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">but </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">you are agent sided... </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">uh ol where do i ddos </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">does that means theres a journalist </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>Gotcha</pre></td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>alr cool thanks</pre></td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td></tr></tbody></table></td><td><pre><b>Private message:</b>did you bus last night</pre></td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">not me </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">has to be </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">idk </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">just ddos </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">someone hack 27 </td></tr>",""
"40","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">alright </td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote the agent lc btw </td></tr>",""
